Name,Address,Postcode,City,Phone,Website
Gefäss Zentrum,"Schänisweg 7, 5000 Aarau",5000,Aarau,tel:+41628367620,https://www.local.ch/en/d/aarau/5000/clinic/gefaess-zentrum-AnedWWSc8AhGRbNbUI0AuQ
Herz Zentrum,5000 Aarau,5000,Aarau,tel:+41628367996,https://www.local.ch/en/d/aarau/5000/clinic/herz-zentrum-OHguXrUl6uPueDZNvJF7-Q
Lungen Zentrum,5000 Aarau,5000,Aarau,tel:+41628367580,https://www.local.ch/en/d/aarau/5000/clinic/lungen-zentrum-JHRLhG6QK8tFatS0COzSBw
Dr. med. Nakhostin Manoutch,"Rorschacher Strasse 155, 9000 St. Gallen",9000,Gallen,,https://www.local.ch/en/d/st-gallen/9000/sport-and-exercise-medicine/dr-med-nakhostin-manoutch-mCkL96eTpghdjzEDHmhZoQ
Trauma Zentrum,"Schänisweg 7, 5000 Aarau",5000,Aarau,tel:+41628367600,https://www.local.ch/en/d/aarau/5000/clinic/trauma-zentrum-ar4D5ZK-Pqs0VM4f4FiHsg
Tumor Zentrum,5000 Aarau,5000,Aarau,tel:+41628367830,https://www.local.ch/en/d/aarau/5000/clinic/tumor-zentrum-bEmShs39kB9lnXSRXAgOLA
Dr. med. Lenggenhager Cornelius,"Waisenhausstrasse 5, 9000 St. Gallen",9000,Gallen,tel:+41712223452,https://www.local.ch/en/d/st-gallen/9000/urology/dr-med-lenggenhager-cornelius-YZzzAsOnouMIQ8KO7_AktA
Institut de médecine nucléaire,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",1224,Chêne-Bougeries,tel:+41223050333,https://www.local.ch/en/d/chene-bougeries/1224/clinic/institut-de-medecine-nucleaire-4jdoXAMLSRfNXsoA54U0oQ
Urologie Zentrum,5000 Aarau,5000,Aarau,tel:+41628367200,https://www.local.ch/en/d/aarau/5000/clinic/urologie-zentrum-3O5Er6j2gXoFfAGiLhzYHQ
Institut de radiologie Adulte,1224 Chêne-Bougeries,1224,Chêne-Bougeries,tel:+41223492333,https://www.local.ch/en/d/chene-bougeries/1224/clinic/institut-de-radiologie-adulte-R6R283FKq-UR6ro8qsKRZQ
Viszeralchirurgie,5000 Aarau,5000,Aarau,tel:+41628367400,https://www.local.ch/en/d/aarau/5000/clinic/viszeralchirurgie-uOgK22XA_qCblVVxNS8bsg
Zentrum für Aesthetische und Rekonstruktive Chirurgie,"Schänisweg 7, 5000 Aarau",5000,Aarau,tel:+41628367755,https://www.local.ch/en/d/aarau/5000/clinic/zentrum-fuer-aesthetische-und-rekonstruktive-chirurgie-RA81KFykV1vcArQ9pIay8g
Institut de Radiologie Pédiatrique,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",1224,Chêne-Bougeries,tel:+41223050580,https://www.local.ch/en/d/chene-bougeries/1224/clinic/institut-de-radiologie-pediatrique-nPeCE5MpLckn4zRg6fh7jw
Zentrum für Handchirurgie,5000 Aarau,5000,Aarau,tel:+41628367940,https://www.local.ch/en/d/aarau/5000/clinic/zentrum-fuer-handchirurgie-xyGeALjN4-TY1rcuQjA5jA
Zentrum für Innere Medizin,5000 Aarau,5000,Aarau,tel:+41628367850,https://www.local.ch/en/d/aarau/5000/clinic/zentrum-fuer-innere-medizin-yF3Sk3V2n_JrlZqXizlhlQ
Médecine interne,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",1224,Chêne-Bougeries,tel:+41223050348,https://www.local.ch/en/d/chene-bougeries/1224/clinic/medecine-interne-mNvK1XMnBYeGtUbOyGGfDQ
Cabinet de Physiothérapie,1224 Chêne-Bougeries,1224,Chêne-Bougeries,tel:+41223050754,https://www.local.ch/en/d/chene-bougeries/1224/clinic/cabinet-de-physiotherapie-8fEkrfSZBS8NT8CIEtllvg
aarReha Schinznach,"Badstrasse 55, 5116 Schinznach Bad",5116,Bad,tel:+41564638641,https://www.local.ch/en/d/schinznach-bad/5116/clinic/aarreha-schinznach-9C2RbUTSCHy8QEF--A57TQ
aarReha Schinznach,"Badstrasse 55, 5116 Schinznach Bad",5116,Bad,tel:+41564638511,https://www.local.ch/en/d/schinznach-bad/5116/clinic/aarreha-schinznach-xr8Wlnq3TfyhwARXYOfNiw
Klinik Waldhaus Chur,"Loëstrasse 220, 7000 Chur",7000,Chur,tel:+41582252525,https://www.local.ch/en/d/chur/7000/clinic/klinik-waldhaus-chur-HtKvU2XV8i-Tg5JuKppw3A
Rehabilitationszentrum für Sklerodermie,"Salinenstrasse 98, 4310 Rheinfelden",4310,Rheinfelden,tel:+41618365235,https://www.local.ch/en/d/rheinfelden/4310/hospital/rehabilitationszentrum-fuer-sklerodermie-1rfG0SS3nsEQwqbP-sKXbg
Swiss Hair Life GmbH,"Campingweg 13, 4665 Oftringen",4665,Oftringen,tel:+41625571557,https://www.local.ch/en/d/oftringen/4665/clinic/swiss-hair-life-gmbh-p5At0eUBexCzuP3pYfk4yw
Berner Reha Zentrum,"Schwendi 299, 3625 Heiligenschwendi",3625,Heiligenschwendi,tel:+41332443333,https://www.local.ch/en/d/heiligenschwendi/3625/clinic/berner-reha-zentrum-Muz7YxJEaaAgCyCLZPrtdA
Care,"Rue Rodolphe-Toepffer 12, 1206 Genève",1206,Genève,tel:+41223475757,https://www.local.ch/en/d/geneve/1206/clinic/care-MC9qbgp4jVR9r9eHAqzHFQ
Chatsiproios Dimitrios,"Hauptstrasse 70, 8280 Kreuzlingen",8280,Kreuzlingen,tel:+41716729494,https://www.local.ch/en/d/kreuzlingen/8280/clinic/chatsiproios-dimitrios-3tCU747rlmPSXPO4P29Zhg
Clinique de Chirurgie Esthétique Bienne,"Rue de la Gare 39, 2502 Biel/Bienne",2502,Biel/Bienne,tel:+41323227783,https://www.local.ch/en/d/biel-bienne/2502/clinic/clinique-de-chirurgie-esthetique-bienne-VXjdSGrj9UFjkLzFGA64Jw
CLINIQUE DE LA PLAINE SA,"Rue Charles-Humbert 5, 1205 Genève",1205,Genève,tel:+41225950505,https://www.local.ch/en/d/geneve/1205/clinic/clinique-de-la-plaine-sa-c_wyaNUhxbp-liyTf-_cZQ
Clinique de Morges,"Chemin du Crêt 2, 1110 Morges",1110,Morges,tel:+41218043000,https://www.local.ch/en/d/morges/1110/clinic/clinique-de-morges-wBy2SS-F9eLGMVdcj4a81g
Cross Research SA,"Via Francesco Antonio Giorgioli 14, 6864 Arzo",6864,Arzo,tel:+41916404450,https://www.local.ch/en/d/arzo/6864/clinic/cross-research-sa-V6fT41heaHO7nws-RCPsTQ
Cross Research SA,"Via Luigi Lavizzari 18, 6850 Mendrisio",6850,Mendrisio,tel:+41916300510,https://www.local.ch/en/d/mendrisio/6850/clinic/cross-research-sa-IiEwY8-iApu03pIUe4SoVQ
DAZZ Diabetes Adipositas Zentrum Zürich,"Rietholzstrasse 4, 8125 Zollikerberg",8125,Zollikerberg,tel:+41442287000,https://www.local.ch/en/d/zollikerberg/8125/clinic/dazz-diabetes-adipositas-zentrum-zuerich-RWfqmddOPeZ4HZoHtcC6Cw
KLINIK BETHESDA,3233 Tschugg,3233,Tschugg,,https://www.local.ch/en/d/tschugg/3233/clinic/klinik-bethesda-J9KMxJXKsttqfeS9o-9BUQ
Klinik Sonnenhof,"Sonnenhofstrasse 15, 9608 Ganterschwil",9608,Ganterschwil,tel:+41719832633,https://www.local.ch/en/d/ganterschwil/9608/clinic/klinik-sonnenhof-_jiQZDqbi2Jeshaixp2Wug
Klinik Susenberg,"Schreberweg 9, 8044 Zürich",8044,Zürich,tel:+41442683838,https://www.local.ch/en/d/zuerich/8044/clinic/klinik-susenberg-bikzdjiVBykqnekG5MmxDg
KTK Kindertagesklinik Liestal AG,"Oristalstrasse 87A, 4410 Liestal",4410,Liestal,tel:+41619279427,https://www.local.ch/en/d/liestal/4410/clinic/ktk-kindertagesklinik-liestal-ag-te9jfzhPNmdNAayd5iu2HQ
Dr. med. Külling Fabrice,"Brauerstrasse 95A, 9016 St. Gallen",9016,Gallen,tel:+41712824040,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-kuelling-fabrice-XxYs7AvqQOE-0ymnOLjbcA
Nouvelle Clinique Vert-Pré SA,"Chemin de la Colombe 15, 1231 Conches",1231,Conches,tel:+41227043131,https://www.local.ch/en/d/conches/1231/clinic/nouvelle-clinique-vert-pre-sa-5HTLgVegNLNQA7sgfr0WzA
OPIOSTOP,"Weissenaustrasse 27, 3800 Unterseen",3800,Unterseen,tel:+41338262626,https://www.local.ch/en/d/unterseen/3800/clinic/opiostop-O-AouRj0WrAdwEzUNSTmOA
OPZentrum,"Rudolfstrasse 25, 8400 Winterthur",8400,Winterthur,tel:+41522120440,https://www.local.ch/en/d/winterthur/8400/clinic/opzentrum-ryWORFrAiHFaNb5PbBx3Jw
PolyClinic St. Moritz AG,"Plazza Paracelsus 2, 7500 St. Moritz",7500,Moritz,tel:+41818308040,https://www.local.ch/en/d/st-moritz/7500/clinic/polyclinic-st-moritz-ag-SY3EkOMHcyKKxH3u-808iw
Privatklinik Lindberg,"Schickstrasse 11, 8400 Winterthur",8400,Winterthur,tel:+41522661111,https://www.local.ch/en/d/winterthur/8400/clinic/privatklinik-lindberg-HmRFKuEADL4u6UE9e-wQjA
RehaClinic AG,"Sonnengässli 1, 5330 Bad Zurzach",5330,Zurzach,tel:+41562695151,https://www.local.ch/en/d/bad-zurzach/5330/clinic/rehaclinic-ag-hWlsqCpQk3n6Pn3Be66lDg
Schmerzklinik Basel,"Hirschgässlein 11, 4051 Basel",4051,Basel,tel:+41612958989,https://www.local.ch/en/d/basel/4051/clinic/schmerzklinik-basel-EbWCpFFf4GL9u9DZTIArGA
Siloah AG,"Worbstrasse 316, 3073 Gümligen",3073,Gümligen,tel:+41319581111,https://www.local.ch/en/d/guemligen/3073/clinic/siloah-ag-QsNE9xA49p_cKnyY9iNyrg
SportClinic Zurich,"Tödistrasse 49, 8002 Zürich",8002,Zürich,tel:+41442096030,https://www.local.ch/en/d/zuerich/8002/clinic/sportclinic-zurich-3j13MAO2aMETnWBc9aYMyw
SportClinic Zurich,"Giessereistrasse 18, 8005 Zürich",8005,Zürich,tel:+41442748888,https://www.local.ch/en/d/zuerich/8005/clinic/sportclinic-zurich-RZN-ETZP1gW4uYwfasKn6g
Summit Clinic,"Rue Centrale 62, 3963 Crans-Montana",3963,Crans-Montana,tel:+41274868090,https://www.local.ch/en/d/crans-montana/3963/clinic/summit-clinic-agLYr3CBTF3NWchue3plpg
Therapiezentrum Meggen,"Rütliweg 1, 6045 Meggen",6045,Meggen,tel:+41413790220,https://www.local.ch/en/d/meggen/6045/clinic/therapiezentrum-meggen-bhXX2Vnwzcl_sdJZcH7I0A
Vita-Med,"Boulevard de la Tour 4, 1205 Genève",1205,Genève,tel:+41227002826,https://www.local.ch/en/d/geneve/1205/clinic/vita-med-M9NaaJAdr-bvm0m5V46jBg
Zürcher RehaZentrum Davos,"Klinikstrasse 6, 7272 Davos Clavadel",7272,Clavadel,tel:+41814144222,https://www.local.ch/en/d/davos-clavadel/7272/clinic/zuercher-rehazentrum-davos-BH8NZkLGyRLM21nJNh0GVg
Zürcher RehaZentrum Wald,"Faltigbergstrasse 7, 8636 Wald ZH",8636,ZH,tel:+41552566111,https://www.local.ch/en/d/wald-zh/8636/clinic/zuercher-rehazentrum-wald-2sOc7GGLp1jsVXJQQlDqYQ
ZURZACH Care Klinik für Schlafmedizin Bad Zurzach,"Badstrasse 33, 5330 Bad Zurzach",5330,Zurzach,tel:+41562695151,https://www.local.ch/en/d/bad-zurzach/5330/clinic/zurzach-care-klinik-fuer-schlafmedizin-bad-zurzach-omjhu98rkaDCPOy9-nPMOg
"Chirurgie et médecine esthétiques, esthétique dentaire","Avenue de Collonge 43, 1820 Territet",1820,Territet,tel:+41219667000,https://www.local.ch/en/d/territet/1820/clinic/chirurgie-et-medecine-esthetiques-esthetique-dentaire-hp3TyLm98rnTYHmBDKnoFQ
Clinique La Prairie,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893350,https://www.local.ch/en/d/clarens/1815/clinic/clinique-la-prairie-vBl_s6CVJZKO9eb7vkYS5A
Notfallaufnahme,"Brauerstrasse 95, 9016 St. Gallen",9016,Gallen,tel:+41712827474,https://www.local.ch/en/d/st-gallen/9016/clinic/notfallaufnahme-PGUM-i5xkt6QDu00G1a3Cw
Réservations pour les programmes d une semaine,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893481,https://www.local.ch/en/d/clarens/1815/clinic/reservations-pour-les-programmes-d-une-semaine-_Vgk2Ff6gb4MFgVs9IYCDQ
Responsable,"Avenue Cardinal-Mermillod 1, 1227 Carouge GE",1227,GE,tel:+41223094640,https://www.local.ch/en/d/carouge-ge/1227/clinic/responsable-j3kWzi_97mnPxjqnvDh7zw
Cardiologie,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893372,https://www.local.ch/en/d/clarens/1815/clinic/cardiologie-Q8NxJEm1SSCr4Udf1S6lVA
Facturation,"Avenue Cardinal-Mermillod 1, 1227 Carouge GE",1227,GE,tel:+41223094536,https://www.local.ch/en/d/carouge-ge/1227/clinic/facturation-OdbM7CS5xQKMKu1lHcauCg
Unfallchirurgie,"Brauerstrasse 95, 9016 St. Gallen",9016,Gallen,tel:+41712827474,https://www.local.ch/en/d/st-gallen/9016/clinic/unfallchirurgie-P1ix-hZh53e6q-zqlT2Maw
Salina Rehaklinik für muskuloskelettale Rehabilitation im Parkresort Rheinfelden,"Roberstenstrasse 31, 4310 Rheinfelden",4310,Rheinfelden,tel:+41618366666,https://www.local.ch/en/d/rheinfelden/4310/clinic/salina-rehaklinik-fuer-muskuloskelettale-rehabilitation-im-parkresort-rheinfelden-LCZENANd1iHs8LsA54Jg3A
Personalabteilung,"Hochschulstrasse 6, 3012 Bern",3012,Bern,tel:+41316845151,https://www.local.ch/en/d/bern/3012/clinic/personalabteilung-KlyHo3lZ67IEqt2gP7IQuQ
Brustzentrum Stephanshorn,"Brauerstrasse 95, 9016 St. Gallen",9016,Gallen,tel:+41712827373,https://www.local.ch/en/d/st-gallen/9016/clinic/brustzentrum-stephanshorn-c8IzIJDRxADtA0oAib2IBQ
Centre de chirurgie esthétique,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893371,https://www.local.ch/en/d/clarens/1815/clinic/centre-de-chirurgie-esthetique-GnGLh5B9UJ8UClgvcpKa-A
Ernährungsberatung,5000 Aarau,5000,Aarau,tel:+41628367510,https://www.local.ch/en/d/aarau/5000/clinic/ernaehrungsberatung-NrRf8wfV29PM3GTp12dZ6w
Consultation sur rendez-vous,"Avenue Cardinal-Mermillod 3, 1227 Carouge GE",1227,GE,tel:+41223094545,https://www.local.ch/en/d/carouge-ge/1227/clinic/consultation-sur-rendez-vous-VynbAYnWfvpKuoOOWYrAVw
Clinique genevoise de Montana (HUG),"Impasse Clairmont 2, 3963 Crans-Montana",3963,Crans-Montana,tel:+41274856111,https://www.local.ch/en/d/crans-montana/3963/clinic/clinique-genevoise-de-montana-hug-TUImwUkZXjo8AI8Tp3suxg
Beckenbodenzentrum,"Schuppisstrasse 10, 9016 St. Gallen",9016,Gallen,tel:+41712211073,https://www.local.ch/en/d/st-gallen/9016/clinic/beckenbodenzentrum-BLJlgmeoKooST4yI0TtcnQ
Chirurgie générale,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893259,https://www.local.ch/en/d/clarens/1815/clinic/chirurgie-generale-WnY41W_b-Pb7sBlz9_XnVw
Brustzentrum Infoline,9016 St. Gallen,9016,Gallen,tel:+41712827373,https://www.local.ch/en/d/st-gallen/9016/clinic/brustzentrum-infoline-cQhArStdK3QC5e4wASEZ0w
Dr. Rindone Salvatore,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893354,https://www.local.ch/en/d/clarens/1815/clinic/dr-rindone-salvatore-NW_oGyVgok2DaTAtM2fZlA
Centre d'urologie,"Route de Chêne 110, 1224 Chêne-Bougeries",1224,Chêne-Bougeries,tel:+41225458050,https://www.local.ch/en/d/chene-bougeries/1224/clinic/centre-d-urologie-BZEpadWoadC_46o7YbBJyg
Nutrition et des troubles du comportement alimentaire,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893136,https://www.local.ch/en/d/clarens/1815/clinic/nutrition-et-des-troubles-du-comportement-alimentaire-WtK7BibxEky4fYj1fShVKw
dr. Foiada Mario,6598 Tenero,6598,Tenero,tel:+41917351111,https://www.local.ch/en/d/tenero/6598/clinic/dr-foiada-mario-zVBocHyA_w4LMPMDPJLqDA
Endocrinologie et diabétologie,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893296,https://www.local.ch/en/d/clarens/1815/clinic/endocrinologie-et-diabetologie-hBL8pfb1tIW75XXdJYaP3w
Physiotherapie Stephanshorn,"Brauerstrasse 97, 9016 St. Gallen",9016,Gallen,tel:+41712827508,https://www.local.ch/en/d/st-gallen/9016/clinic/physiotherapie-stephanshorn-lxuaRf6AoVLYaLKoTrfUsw
Dr. med. Schirm Andreas,"Pestalozzistrasse 2, 9000 St. Gallen",9000,Gallen,tel:+41712273545,https://www.local.ch/en/d/st-gallen/9000/clinic/dr-med-schirm-andreas-l-OOmg7nPXgV3PIIjPqhZA
Dr. med. Schmid Dominik W.,"Sonnenstrasse 6, 9000 St. Gallen",9000,Gallen,tel:+41712435959,https://www.local.ch/en/d/st-gallen/9000/clinic/dr-med-schmid-dominik-w-eUO5xvWH8sSJ7maSPvgXGQ
dr. med. Fontana Pio Eugenio,"Via Soldino 5A, 6900 Lugano",6900,Lugano,tel:+41919608033,https://www.local.ch/en/d/lugano/6900/clinic/dr-med-fontana-pio-eugenio-PAnoegwC51rA88yABZAdmQ
Gastro-entérologie et hépatologie,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893070,https://www.local.ch/en/d/clarens/1815/clinic/gastro-enterologie-et-hepatologie-Tw_uGn_7Q475EOJvQ-lQRg
Médecine générale,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893269,https://www.local.ch/en/d/clarens/1815/clinic/medecine-generale-eRzeUesCmzeF2Sz5mqwCaw
Neurologie,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893215,https://www.local.ch/en/d/clarens/1815/clinic/neurologie-UUJ3rODXidy3Y4IS094g6w
Dr. med. Filin Svitlana,"Schuppisstrasse 10, 9016 St. Gallen",9016,Gallen,tel:+41712211070,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-filin-svitlana-uKjRZH3ZqVtOBYKMS1yVvA
Dr. med. Keller Sara,9000 St. Gallen,9000,Gallen,tel:+41712237574,https://www.local.ch/en/d/st-gallen/9000/clinic/dr-med-keller-sara-thGBaOHobTvLu6JLQ_b7Fw
Dr. med. Looser Gian-Luzi,"Museumstrasse 47, 9000 St. Gallen",9000,Gallen,tel:+41712440690,https://www.local.ch/en/d/st-gallen/9000/clinic/dr-med-looser-gian-luzi-nU5Es8zEacGEaaWl7i-aow
Dr. med. Schütz Michael,"Schützengasse 5, 9000 St. Gallen",9000,Gallen,tel:+41712221614,https://www.local.ch/en/d/st-gallen/9000/clinic/dr-med-schuetz-michael-OM3OlBN9pvfEK4AFGYwZlg
Ophtalmologie et Ophtalmochirurgie,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893055,https://www.local.ch/en/d/clarens/1815/clinic/ophtalmologie-et-ophtalmochirurgie-uaMt-uAQ9czjiNmIen8I-Q
Physiothérapie,1815 Clarens,1815,Clarens,tel:+41219893136,https://www.local.ch/en/d/clarens/1815/clinic/physiotherapie-KLAnUAXc2o-ddjbFrednmw
Dr. med. Studer Kathrin,9000 St. Gallen,9000,Gallen,tel:+41712828242,https://www.local.ch/en/d/st-gallen/9000/clinic/dr-med-studer-kathrin-HGS6sJygAjsBvVV9dB7xIA
PD Dr. med. Camathias Carlo,9000 St. Gallen,9000,Gallen,tel:+41712828242,https://www.local.ch/en/d/st-gallen/9000/clinic/pd-dr-med-camathias-carlo-i1dLtDi-4U86ah-amkrC7w
Pneumologie,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893234,https://www.local.ch/en/d/clarens/1815/clinic/pneumologie-kyoCbiMJTaJXN727Zj1wEA
"Psychiatrie, psychothérapie, hypnothérapie","Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893215,https://www.local.ch/en/d/clarens/1815/clinic/psychiatrie-psychotherapie-hypnotherapie-S2hvTe5aAslxPsXHxHSBKw
dr.ssa Fraulini Chiara,6600 Locarno,6600,Locarno,tel:+41917564413,https://www.local.ch/en/d/locarno/6600/clinic/dr-ssa-fraulini-chiara-gG-Il6cSgx8hqWxkVRvLNw
"Dermatologie, chirurgie cosmétique",1224 Chêne-Bougeries,1224,Chêne-Bougeries,tel:+41225458010,https://www.local.ch/en/d/chene-bougeries/1224/clinic/dermatologie-chirurgie-cosmetique-ih2jYWP14NusaMtOqPH1lQ
Radiologie,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893355,https://www.local.ch/en/d/clarens/1815/clinic/radiologie-cgbx8Wx6JLHL-HP9FihRjw
"Praxis für Hals-, Nasen- und Ohrenkrankheiten (HNO)","Schanzweg 7, 5000 Aarau",5000,Aarau,tel:+41628250150,https://www.local.ch/en/d/aarau/5000/clinic/praxis-fuer-hals-nasen-und-ohrenkrankheiten-hno-ir8D6g8LZ30LVeV3nWTmXg
Rhumatologie,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893237,https://www.local.ch/en/d/clarens/1815/clinic/rhumatologie-z206qd4s6Ha_JUSukDo-ZA
Dr. med. Hollmann Ralph,"Lindenstrasse 137, 9016 St. Gallen",9016,Gallen,tel:+41712808899,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-hollmann-ralph-KKE0aT_qkLqp-J1F6QeE0g
dr. med. Bolognini Gianfranco,"Via Soldino 5, 6900 Lugano",6900,Lugano,tel:+41919608588,https://www.local.ch/en/d/lugano/6900/clinic/dr-med-bolognini-gianfranco-ajDGMPErCxBG6vRd1rTuYg
SPA,"Rue du Lac 142B, 1815 Clarens",1815,Clarens,tel:+41219893344,https://www.local.ch/en/d/clarens/1815/clinic/spa-mBqdOowRUbMZ1d_zdVE61w
Dr. med. Gilta Marte,"Brauerstrasse 95a, 9016 St. Gallen",9016,Gallen,tel:+41712210040,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-gilta-marte-8-KBHxgi1CMs7-LpYpFCHQ
Dr. med. Hoederath Petra,"Brauerstrasse 95a, 9016 St. Gallen",9016,Gallen,tel:+41712210040,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-hoederath-petra-YQQUfDJE_Sv2hefAic_UDg
Dr. med. Leippold Thomas,"Brauerstrasse 95a, 9016 St. Gallen",9016,Gallen,tel:+41712454444,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-leippold-thomas-lCh-YH15F4jhW1eRCg5Lfg
Dr. med. Meier Mark,"Brauerstrasse 95a, 9016 St. Gallen",9016,Gallen,tel:+41712454444,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-meier-mark-XkewV6jRnZ5yS2yXayoEQQ
Sulmoni Mauro,"Poststrasse 25, 9000 St. Gallen",9000,Gallen,tel:+41712233573,https://www.local.ch/en/d/st-gallen/9000/clinic/sulmoni-mauro-idCmGKcjQLJaxtlpPmIAgw
Dr. med. Betschart Patrick,"Brauerstrasse 95a, 9016 St. Gallen",9016,Gallen,tel:+41712454444,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-betschart-patrick-Ez5IOXUwn0eujJIJkywEdQ
Schwizer Gastroenterologie-Zentrum Stephanshorn AG,"Brauerstrasse 95, 9016 St. Gallen",9016,Gallen,tel:+41715771111,https://www.local.ch/en/d/st-gallen/9016/clinic/schwizer-gastroenterologie-zentrum-stephanshorn-ag-sBY3aLNzkFKglCsL6MLhXA
Isenring Bruno D.,"Schuppisstrasse 10, 9016 St. Gallen",9016,Gallen,tel:+41712445181,https://www.local.ch/en/d/st-gallen/9016/clinic/isenring-bruno-d-VNMAUwEAMIrhj0FCRFGCiQ
dr. med. Tanzi Franco,"Via Soldino 5, 6900 Lugano",6900,Lugano,tel:+41919608585,https://www.local.ch/en/d/lugano/6900/clinic/dr-med-tanzi-franco-qNKX9qZCM2ASLQJ0kCzXDg
dr. med. Pertoldi William,"Via Soldino 5A, 6900 Lugano",6900,Lugano,tel:+41919608033,https://www.local.ch/en/d/lugano/6900/clinic/dr-med-pertoldi-william-vg8pXMSSVevuBUf7V-s0BQ
Oto-Rhino-Laryngologie,"Route de Chêne 110, 1224 Chêne-Bougeries",1224,Chêne-Bougeries,tel:+41225458001,https://www.local.ch/en/d/chene-bougeries/1224/clinic/oto-rhino-laryngologie-MJ5WiaLOuQr-mfBEYmhaeA
1DS (One-Day-Surgery) SA,"Route du Jura 43, 1700 Fribourg",1700,Fribourg,tel:+41264676767,https://www.local.ch/en/d/fribourg/1700/clinic/1ds-one-day-surgery-sa-RoL6uv2UeFlOdCwhu3j33g
"Airport Medical Center, Uroviva - Urologie Zürich Flughafen",8302 Kloten,8302,Kloten,tel:+41438166000,https://www.local.ch/en/d/kloten/8302/clinic/airport-medical-center-uroviva-urologie-zuerich-flughafen-zWPEPwZSjFeh-L0l_YoElg
AndreasKlinik Cham Zug,"Rigistrasse 1, 6330 Cham",6330,Cham,tel:+41417840784,https://www.local.ch/en/d/cham/6330/clinic/andreasklinik-cham-zug-rt9VVdmSRAr6G-wKamI8ow
Dr. med. Bärlocher Christian,"Schuppisstrasse 10, 9016 St. Gallen",9016,Gallen,tel:+41712424400,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-baerlocher-christian-fy3NXsHnGNo83q1r0pS2ww
Dr. med. Bothmann Matthias,"Brauerstrasse 95a, 9016 St. Gallen",9016,Gallen,tel:+41712822040,https://www.local.ch/en/d/st-gallen/9016/clinic/dr-med-bothmann-matthias-6LB1HGtqd1xFxQp46wt0Ag
CED Centre d'Endoscopie Digestive,"Avenue de Champel 24, 1206 Genève",1206,Genève,tel:+41223299000,https://www.local.ch/en/d/geneve/1206/clinic/ced-centre-d-endoscopie-digestive-MTnzawkZbrbhyfassT0ePw
Centre de Chirurgie Plastique Vert-Pré,"Chemin de la Colombe 15, 1231 Conches",1231,Conches,tel:+41227043131,https://www.local.ch/en/d/conches/1231/clinic/centre-de-chirurgie-plastique-vert-pre-X7ang-gmWur2Fhlx5HGctg
Clinica Sant' Anna,"Via Sant'Anna 1, 6924 Sorengo",6924,Sorengo,tel:+41919851211,https://www.local.ch/en/d/sorengo/6924/clinic/clinica-sant-anna-khfNlIGdjrHlsCIFGk_aXw
Clinique,"Spitalgasse 17-21, 3011 Bern",3011,Bern,tel:+41313121211,https://www.local.ch/en/d/bern/3011/clinique-MHFAaVfWJOPCmzHWQ2E75Q
Clinique,"Multergasse 47, 9000 St. Gallen",9000,Gallen,tel:+41712220024,https://www.local.ch/en/d/st-gallen/9000/clinique-dgWKB6Z2FdJcBgTRVLqw6Q
Clinique Belmont Sàrl,"Route de Chêne 26, 1207 Genève",1207,Genève,tel:+41227357811,https://www.local.ch/en/d/geneve/1207/clinic/clinique-belmont-sarl-jx8SW8feA_O-5Mwj6QO-lA
Clinique Bois-Cerf,"Avenue d'Ouchy 31, 1006 Lausanne",1006,Lausanne,tel:+41216196969,https://www.local.ch/en/d/lausanne/1006/clinic/clinique-bois-cerf-M6-pt6Ldmci-pqn0zqE9ow
Clinique Cecil,"Avenue Louis-Ruchonnet 53, 1003 Lausanne",1003,Lausanne,tel:+41213105000,https://www.local.ch/en/d/lausanne/1003/clinic/clinique-cecil-P-qRbFRFz_i5K9ebRDGE_w
